observation_id	series_id	component_id	scaffold_cluster_id	scaffold_cluster_size	scaffold_fold_eligible
G3S-3bfb2092ea669ef8-L0006	G3S-3bfb2092ea669ef8	G3-FINAL-012	G3S-3bfb2092ea669ef8-SC-001	8	false
G3S-3bfb2092ea669ef8-L0007	G3S-3bfb2092ea669ef8	G3-FINAL-012	G3S-3bfb2092ea669ef8-SC-001	8	false
G3S-3bfb2092ea669ef8-L0008	G3S-3bfb2092ea669ef8	G3-FINAL-012	G3S-3bfb2092ea669ef8-SC-001	8	false
G3S-3bfb2092ea669ef8-L0009	G3S-3bfb2092ea669ef8	G3-FINAL-012	G3S-3bfb2092ea669ef8-SC-002	4	true
G3S-3bfb2092ea669ef8-L0010	G3S-3bfb2092ea669ef8	G3-FINAL-012	G3S-3bfb2092ea669ef8-SC-001	8	false
G3S-3bfb2092ea669ef8-L0012	G3S-3bfb2092ea669ef8	G3-FINAL-012	G3S-3bfb2092ea669ef8-SC-001	8	false
G3S-3bfb2092ea669ef8-L0013	G3S-3bfb2092ea669ef8	G3-FINAL-012	G3S-3bfb2092ea669ef8-SC-001	8	false
G3S-3c840aaf07c196c4-L0001	G3S-3c840aaf07c196c4	G3-FINAL-013	G3S-3c840aaf07c196c4-SC-001	15	false
G3S-3c840aaf07c196c4-L0002	G3S-3c840aaf07c196c4	G3-FINAL-013	G3S-3c840aaf07c196c4-SC-001	15	false
G3S-3c840aaf07c196c4-L0003	G3S-3c840aaf07c196c4	G3-FINAL-013	G3S-3c840aaf07c196c4-SC-001	15	false
G3S-3c840aaf07c196c4-L0004	G3S-3c840aaf07c196c4	G3-FINAL-013	G3S-3c840aaf07c196c4-SC-001	15	false
G3S-3c840aaf07c196c4-L0005	G3S-3c840aaf07c196c4	G3-FINAL-013	G3S-3c840aaf07c196c4-SC-001	15	false
G3S-3c840aaf07c196c4-L0006	G3S-3c840aaf07c196c4	G3-FINAL-013	G3S-3c840aaf07c196c4-SC-001	15	false
G3S-3c840aaf07c196c4-L0007	G3S-3c840aaf07c196c4	G3-FINAL-013	G3S-3c840aaf07c196c4-SC-001	15	false
G3S-3c840aaf07c196c4-L0008	G3S-3c840aaf07c196c4	G3-FINAL-013	G3S-3c840aaf07c196c4-SC-001	15	false
G3S-3c840aaf07c196c4-L0009	G3S-3c840aaf07c196c4	G3-FINAL-013	G3S-3c840aaf07c196c4-SC-001	15	false
G3S-3c840aaf07c196c4-L0010	G3S-3c840aaf07c196c4	G3-FINAL-013	G3S-3c840aaf07c196c4-SC-002	1	false
G3S-3c840aaf07c196c4-L0011	G3S-3c840aaf07c196c4	G3-FINAL-013	G3S-3c840aaf07c196c4-SC-001	15	false
G3S-3c840aaf07c196c4-L0012	G3S-3c840aaf07c196c4	G3-FINAL-013	G3S-3c840aaf07c196c4-SC-001	15	false
G3S-3c840aaf07c196c4-L0013	G3S-3c840aaf07c196c4	G3-FINAL-013	G3S-3c840aaf07c196c4-SC-003	1	false
G3S-3c840aaf07c196c4-L0014	G3S-3c840aaf07c196c4	G3-FINAL-013	G3S-3c840aaf07c196c4-SC-001	15	false
G3S-3c840aaf07c196c4-L0015	G3S-3c840aaf07c196c4	G3-FINAL-013	G3S-3c840aaf07c196c4-SC-001	15	false
G3S-3c840aaf07c196c4-L0016	G3S-3c840aaf07c196c4	G3-FINAL-013	G3S-3c840aaf07c196c4-SC-001	15	false
G3S-3c840aaf07c196c4-L0017	G3S-3c840aaf07c196c4	G3-FINAL-013	G3S-3c840aaf07c196c4-SC-001	15	false
G3S-441b618a57261680-L0001	G3S-441b618a57261680	G3-FINAL-014	G3S-441b618a57261680-SC-001	15	true
G3S-441b618a57261680-L0002	G3S-441b618a57261680	G3-FINAL-014	G3S-441b618a57261680-SC-001	15	true
G3S-441b618a57261680-L0003	G3S-441b618a57261680	G3-FINAL-014	G3S-441b618a57261680-SC-001	15	true
G3S-441b618a57261680-L0004	G3S-441b618a57261680	G3-FINAL-014	G3S-441b618a57261680-SC-001	15	true
G3S-441b618a57261680-L0005	G3S-441b618a57261680	G3-FINAL-014	G3S-441b618a57261680-SC-001	15	true
G3S-441b618a57261680-L0006	G3S-441b618a57261680	G3-FINAL-014	G3S-441b618a57261680-SC-002	6	true
G3S-441b618a57261680-L0007	G3S-441b618a57261680	G3-FINAL-014	G3S-441b618a57261680-SC-001	15	true
G3S-441b618a57261680-L0008	G3S-441b618a57261680	G3-FINAL-014	G3S-441b618a57261680-SC-001	15	true
G3S-441b618a57261680-L0009	G3S-441b618a57261680	G3-FINAL-014	G3S-441b618a57261680-SC-001	15	true
G3S-441b618a57261680-L0011	G3S-441b618a57261680	G3-FINAL-014	G3S-441b618a57261680-SC-002	6	true
G3S-441b618a57261680-L0012	G3S-441b618a57261680	G3-FINAL-014	G3S-441b618a57261680-SC-001	15	true
G3S-441b618a57261680-L0013	G3S-441b618a57261680	G3-FINAL-014	G3S-441b618a57261680-SC-001	15	true
G3S-441b618a57261680-L0014	G3S-441b618a57261680	G3-FINAL-014	G3S-441b618a57261680-SC-001	15	true
G3S-441b618a57261680-L0015	G3S-441b618a57261680	G3-FINAL-014	G3S-441b618a57261680-SC-002	6	true
G3S-441b618a57261680-L0016	G3S-441b618a57261680	G3-FINAL-014	G3S-441b618a57261680-SC-002	6	true
G3S-441b618a57261680-L0017	G3S-441b618a57261680	G3-FINAL-014	G3S-441b618a57261680-SC-002	6	true
G3S-441b618a57261680-L0018	G3S-441b618a57261680	G3-FINAL-014	G3S-441b618a57261680-SC-001	15	true
G3S-441b618a57261680-L0019	G3S-441b618a57261680	G3-FINAL-014	G3S-441b618a57261680-SC-001	15	true
G3S-441b618a57261680-L0020	G3S-441b618a57261680	G3-FINAL-014	G3S-441b618a57261680-SC-001	15	true
G3S-441b618a57261680-L0021	G3S-441b618a57261680	G3-FINAL-014	G3S-441b618a57261680-SC-002	6	true
G3S-441b618a57261680-L0022	G3S-441b618a57261680	G3-FINAL-014	G3S-441b618a57261680-SC-001	15	true
G3S-532f119ff68b2182-L0001	G3S-532f119ff68b2182	G3-FINAL-015	G3S-532f119ff68b2182-SC-001	13	false
G3S-532f119ff68b2182-L0002	G3S-532f119ff68b2182	G3-FINAL-015	G3S-532f119ff68b2182-SC-001	13	false
G3S-532f119ff68b2182-L0003	G3S-532f119ff68b2182	G3-FINAL-015	G3S-532f119ff68b2182-SC-001	13	false
G3S-532f119ff68b2182-L0004	G3S-532f119ff68b2182	G3-FINAL-015	G3S-532f119ff68b2182-SC-001	13	false
G3S-532f119ff68b2182-L0005	G3S-532f119ff68b2182	G3-FINAL-015	G3S-532f119ff68b2182-SC-001	13	false
G3S-532f119ff68b2182-L0006	G3S-532f119ff68b2182	G3-FINAL-015	G3S-532f119ff68b2182-SC-001	13	false
G3S-532f119ff68b2182-L0007	G3S-532f119ff68b2182	G3-FINAL-015	G3S-532f119ff68b2182-SC-001	13	false
G3S-532f119ff68b2182-L0008	G3S-532f119ff68b2182	G3-FINAL-015	G3S-532f119ff68b2182-SC-001	13	false
G3S-532f119ff68b2182-L0009	G3S-532f119ff68b2182	G3-FINAL-015	G3S-532f119ff68b2182-SC-001	13	false
G3S-532f119ff68b2182-L0010	G3S-532f119ff68b2182	G3-FINAL-015	G3S-532f119ff68b2182-SC-001	13	false
G3S-532f119ff68b2182-L0011	G3S-532f119ff68b2182	G3-FINAL-015	G3S-532f119ff68b2182-SC-001	13	false
G3S-532f119ff68b2182-L0012	G3S-532f119ff68b2182	G3-FINAL-015	G3S-532f119ff68b2182-SC-001	13	false
G3S-532f119ff68b2182-L0013	G3S-532f119ff68b2182	G3-FINAL-015	G3S-532f119ff68b2182-SC-001	13	false
G3S-5fea584126042c2e-L0001	G3S-5fea584126042c2e	G3-FINAL-016	G3S-5fea584126042c2e-SC-001	11	false
G3S-5fea584126042c2e-L0002	G3S-5fea584126042c2e	G3-FINAL-016	G3S-5fea584126042c2e-SC-001	11	false
G3S-5fea584126042c2e-L0004	G3S-5fea584126042c2e	G3-FINAL-016	G3S-5fea584126042c2e-SC-001	11	false
G3S-5fea584126042c2e-L0005	G3S-5fea584126042c2e	G3-FINAL-016	G3S-5fea584126042c2e-SC-001	11	false
G3S-5fea584126042c2e-L0006	G3S-5fea584126042c2e	G3-FINAL-016	G3S-5fea584126042c2e-SC-001	11	false
G3S-5fea584126042c2e-L0007	G3S-5fea584126042c2e	G3-FINAL-016	G3S-5fea584126042c2e-SC-001	11	false
G3S-5fea584126042c2e-L0008	G3S-5fea584126042c2e	G3-FINAL-016	G3S-5fea584126042c2e-SC-001	11	false
G3S-5fea584126042c2e-L0009	G3S-5fea584126042c2e	G3-FINAL-016	G3S-5fea584126042c2e-SC-001	11	false
G3S-5fea584126042c2e-L0010	G3S-5fea584126042c2e	G3-FINAL-016	G3S-5fea584126042c2e-SC-001	11	false
G3S-5fea584126042c2e-L0011	G3S-5fea584126042c2e	G3-FINAL-016	G3S-5fea584126042c2e-SC-001	11	false
G3S-5fea584126042c2e-L0012	G3S-5fea584126042c2e	G3-FINAL-016	G3S-5fea584126042c2e-SC-001	11	false
G3S-61544361ce31eac2-L0001	G3S-61544361ce31eac2	G3-FINAL-017	G3S-61544361ce31eac2-SC-001	14	false
G3S-61544361ce31eac2-L0002	G3S-61544361ce31eac2	G3-FINAL-017	G3S-61544361ce31eac2-SC-001	14	false
G3S-61544361ce31eac2-L0003	G3S-61544361ce31eac2	G3-FINAL-017	G3S-61544361ce31eac2-SC-001	14	false
G3S-61544361ce31eac2-L0004	G3S-61544361ce31eac2	G3-FINAL-017	G3S-61544361ce31eac2-SC-001	14	false
G3S-61544361ce31eac2-L0005	G3S-61544361ce31eac2	G3-FINAL-017	G3S-61544361ce31eac2-SC-001	14	false
G3S-61544361ce31eac2-L0006	G3S-61544361ce31eac2	G3-FINAL-017	G3S-61544361ce31eac2-SC-001	14	false
G3S-61544361ce31eac2-L0007	G3S-61544361ce31eac2	G3-FINAL-017	G3S-61544361ce31eac2-SC-001	14	false
G3S-61544361ce31eac2-L0008	G3S-61544361ce31eac2	G3-FINAL-017	G3S-61544361ce31eac2-SC-001	14	false
G3S-61544361ce31eac2-L0009	G3S-61544361ce31eac2	G3-FINAL-017	G3S-61544361ce31eac2-SC-001	14	false
G3S-61544361ce31eac2-L0010	G3S-61544361ce31eac2	G3-FINAL-017	G3S-61544361ce31eac2-SC-001	14	false
G3S-61544361ce31eac2-L0011	G3S-61544361ce31eac2	G3-FINAL-017	G3S-61544361ce31eac2-SC-001	14	false
G3S-61544361ce31eac2-L0013	G3S-61544361ce31eac2	G3-FINAL-017	G3S-61544361ce31eac2-SC-001	14	false
G3S-61544361ce31eac2-L0014	G3S-61544361ce31eac2	G3-FINAL-017	G3S-61544361ce31eac2-SC-001	14	false
G3S-61544361ce31eac2-L0015	G3S-61544361ce31eac2	G3-FINAL-017	G3S-61544361ce31eac2-SC-001	14	false
G3S-61544361ce31eac2-L0016	G3S-61544361ce31eac2	G3-FINAL-017	G3S-61544361ce31eac2-SC-002	1	false
G3S-6454ff7a6533168a-L0001	G3S-6454ff7a6533168a	G3-FINAL-018	G3S-6454ff7a6533168a-SC-001	7	false
G3S-6454ff7a6533168a-L0002	G3S-6454ff7a6533168a	G3-FINAL-018	G3S-6454ff7a6533168a-SC-001	7	false
G3S-6454ff7a6533168a-L0003	G3S-6454ff7a6533168a	G3-FINAL-018	G3S-6454ff7a6533168a-SC-001	7	false
G3S-6454ff7a6533168a-L0004	G3S-6454ff7a6533168a	G3-FINAL-018	G3S-6454ff7a6533168a-SC-002	1	false
G3S-6454ff7a6533168a-L0005	G3S-6454ff7a6533168a	G3-FINAL-018	G3S-6454ff7a6533168a-SC-003	1	false
G3S-6454ff7a6533168a-L0006	G3S-6454ff7a6533168a	G3-FINAL-018	G3S-6454ff7a6533168a-SC-001	7	false
G3S-6454ff7a6533168a-L0007	G3S-6454ff7a6533168a	G3-FINAL-018	G3S-6454ff7a6533168a-SC-001	7	false
G3S-6454ff7a6533168a-L0008	G3S-6454ff7a6533168a	G3-FINAL-018	G3S-6454ff7a6533168a-SC-001	7	false
G3S-6454ff7a6533168a-L0009	G3S-6454ff7a6533168a	G3-FINAL-018	G3S-6454ff7a6533168a-SC-001	7	false
G3S-7258bf496c1f8d25-L0001	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0003	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0004	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0005	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0006	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-002	1	false
G3S-7258bf496c1f8d25-L0007	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0008	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0009	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0010	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0011	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0012	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0013	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0014	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0015	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0016	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0017	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-003	1	false
G3S-7258bf496c1f8d25-L0018	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0019	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0020	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0021	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0022	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0023	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0024	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0025	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0026	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0027	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0028	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0029	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0030	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0031	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0032	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0033	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7258bf496c1f8d25-L0034	G3S-7258bf496c1f8d25	G3-FINAL-019	G3S-7258bf496c1f8d25-SC-001	31	false
G3S-7b63d80d43bd8871-L0001	G3S-7b63d80d43bd8871	G3-FINAL-020	G3S-7b63d80d43bd8871-SC-001	15	false
G3S-7b63d80d43bd8871-L0002	G3S-7b63d80d43bd8871	G3-FINAL-020	G3S-7b63d80d43bd8871-SC-001	15	false
G3S-7b63d80d43bd8871-L0003	G3S-7b63d80d43bd8871	G3-FINAL-020	G3S-7b63d80d43bd8871-SC-001	15	false
G3S-7b63d80d43bd8871-L0004	G3S-7b63d80d43bd8871	G3-FINAL-020	G3S-7b63d80d43bd8871-SC-001	15	false
G3S-7b63d80d43bd8871-L0005	G3S-7b63d80d43bd8871	G3-FINAL-020	G3S-7b63d80d43bd8871-SC-002	1	false
G3S-7b63d80d43bd8871-L0006	G3S-7b63d80d43bd8871	G3-FINAL-020	G3S-7b63d80d43bd8871-SC-001	15	false
G3S-7b63d80d43bd8871-L0007	G3S-7b63d80d43bd8871	G3-FINAL-020	G3S-7b63d80d43bd8871-SC-001	15	false
G3S-7b63d80d43bd8871-L0008	G3S-7b63d80d43bd8871	G3-FINAL-020	G3S-7b63d80d43bd8871-SC-001	15	false
G3S-7b63d80d43bd8871-L0009	G3S-7b63d80d43bd8871	G3-FINAL-020	G3S-7b63d80d43bd8871-SC-001	15	false
G3S-7b63d80d43bd8871-L0010	G3S-7b63d80d43bd8871	G3-FINAL-020	G3S-7b63d80d43bd8871-SC-001	15	false
G3S-7b63d80d43bd8871-L0011	G3S-7b63d80d43bd8871	G3-FINAL-020	G3S-7b63d80d43bd8871-SC-001	15	false
G3S-7b63d80d43bd8871-L0012	G3S-7b63d80d43bd8871	G3-FINAL-020	G3S-7b63d80d43bd8871-SC-001	15	false
G3S-7b63d80d43bd8871-L0013	G3S-7b63d80d43bd8871	G3-FINAL-020	G3S-7b63d80d43bd8871-SC-001	15	false
G3S-7b63d80d43bd8871-L0014	G3S-7b63d80d43bd8871	G3-FINAL-020	G3S-7b63d80d43bd8871-SC-001	15	false
G3S-7b63d80d43bd8871-L0015	G3S-7b63d80d43bd8871	G3-FINAL-020	G3S-7b63d80d43bd8871-SC-001	15	false
G3S-7b63d80d43bd8871-L0016	G3S-7b63d80d43bd8871	G3-FINAL-020	G3S-7b63d80d43bd8871-SC-001	15	false
G3S-7e32e8326784c5b1-L0001	G3S-7e32e8326784c5b1	G3-FINAL-021	G3S-7e32e8326784c5b1-SC-001	9	false
G3S-7e32e8326784c5b1-L0002	G3S-7e32e8326784c5b1	G3-FINAL-021	G3S-7e32e8326784c5b1-SC-001	9	false
G3S-7e32e8326784c5b1-L0003	G3S-7e32e8326784c5b1	G3-FINAL-021	G3S-7e32e8326784c5b1-SC-001	9	false
G3S-7e32e8326784c5b1-L0004	G3S-7e32e8326784c5b1	G3-FINAL-021	G3S-7e32e8326784c5b1-SC-001	9	false
G3S-7e32e8326784c5b1-L0005	G3S-7e32e8326784c5b1	G3-FINAL-021	G3S-7e32e8326784c5b1-SC-001	9	false
G3S-7e32e8326784c5b1-L0006	G3S-7e32e8326784c5b1	G3-FINAL-021	G3S-7e32e8326784c5b1-SC-001	9	false
G3S-7e32e8326784c5b1-L0007	G3S-7e32e8326784c5b1	G3-FINAL-021	G3S-7e32e8326784c5b1-SC-001	9	false
G3S-7e32e8326784c5b1-L0008	G3S-7e32e8326784c5b1	G3-FINAL-021	G3S-7e32e8326784c5b1-SC-001	9	false
G3S-7e32e8326784c5b1-L0009	G3S-7e32e8326784c5b1	G3-FINAL-021	G3S-7e32e8326784c5b1-SC-001	9	false
G3S-82d2cb1cb942342d-L0001	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0002	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0003	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0004	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0005	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0006	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0007	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0008	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0009	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0010	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0011	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0012	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0013	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0014	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0016	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0017	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0018	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0019	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0020	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0021	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0022	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0023	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0024	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0025	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0026	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0027	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0028	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0029	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0030	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0031	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0032	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0033	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0034	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0035	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0036	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0037	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-82d2cb1cb942342d-L0038	G3S-82d2cb1cb942342d	G3-FINAL-022	G3S-82d2cb1cb942342d-SC-001	37	false
G3S-83ba16a2ad335359-L0001	G3S-83ba16a2ad335359	G3-FINAL-023	G3S-83ba16a2ad335359-SC-001	8	false
G3S-83ba16a2ad335359-L0002	G3S-83ba16a2ad335359	G3-FINAL-023	G3S-83ba16a2ad335359-SC-001	8	false
G3S-83ba16a2ad335359-L0004	G3S-83ba16a2ad335359	G3-FINAL-023	G3S-83ba16a2ad335359-SC-001	8	false
G3S-83ba16a2ad335359-L0005	G3S-83ba16a2ad335359	G3-FINAL-023	G3S-83ba16a2ad335359-SC-001	8	false
G3S-83ba16a2ad335359-L0006	G3S-83ba16a2ad335359	G3-FINAL-023	G3S-83ba16a2ad335359-SC-001	8	false
G3S-83ba16a2ad335359-L0007	G3S-83ba16a2ad335359	G3-FINAL-023	G3S-83ba16a2ad335359-SC-001	8	false
G3S-83ba16a2ad335359-L0008	G3S-83ba16a2ad335359	G3-FINAL-023	G3S-83ba16a2ad335359-SC-001	8	false
G3S-83ba16a2ad335359-L0009	G3S-83ba16a2ad335359	G3-FINAL-023	G3S-83ba16a2ad335359-SC-001	8	false
G3S-8468ef8a559bdade-L0001	G3S-8468ef8a559bdade	G3-FINAL-024	G3S-8468ef8a559bdade-SC-002	1	false
G3S-8468ef8a559bdade-L0002	G3S-8468ef8a559bdade	G3-FINAL-024	G3S-8468ef8a559bdade-SC-001	40	false
G3S-8468ef8a559bdade-L0003	G3S-8468ef8a559bdade	G3-FINAL-024	G3S-8468ef8a559bdade-SC-001	40	false
G3S-8468ef8a559bdade-L0004	G3S-8468ef8a559bdade	G3-FINAL-024	G3S-8468ef8a559bdade-SC-001	40	false
G3S-8468ef8a559bdade-L0005	G3S-8468ef8a559bdade	G3-FINAL-024	G3S-8468ef8a559bdade-SC-001	40	false
G3S-8468ef8a559bdade-L0006	G3S-8468ef8a559bdade	G3-FINAL-024	G3S-8468ef8a559bdade-SC-001	40	false
G3S-8468ef8a559bdade-L0007	G3S-8468ef8a559bdade	G3-FINAL-024	G3S-8468ef8a559bdade-SC-001	40	false
G3S-8468ef8a559bdade-L0008	G3S-8468ef8a559bdade	G3-FINAL-024	G3S-8468ef8a559bdade-SC-001	40	false
