estimand_id	gene_symbol	uniprot_accession	component_id	component_size	coordinate_status	edge_policy
UniProt:P49840:119-403|KLIFS:237:positions1-85	GSK3A	P49840	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P49841:56-340|KLIFS:238:positions1-85	GSK3B	P49841	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P50613:12-295|KLIFS:204:positions1-85	CDK7	P50613	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P50750:19-315|KLIFS:207:positions1-85	CDK9	P50750	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P51451:241-494|KLIFS:464:positions1-85	BLK	P51451	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P51617:212-521|KLIFS:486:positions1-85	IRAK1	P51617	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P51812:68-327|KLIFS:55:positions1-85	RPS6KA3	P51812	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P51813:417-675|KLIFS:472:positions1-85	BMX	P51813	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P51817:49-303|KLIFS:31:positions1-85	PRKX	P51817	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P51955:8-271|KLIFS:286:positions1-85	NEK2	P51955	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P51956:4-257|KLIFS:282:positions1-85	NEK3	P51956	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P51957:6-261|KLIFS:287:positions1-85	NEK4	P51957	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P52333:822-1111|KLIFS:437:positions1-85	JAK3	P52333	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P52564:53-314|KLIFS:386:positions1-85	MAP2K6	P52564	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P53350:53-305|KLIFS:311:positions1-85	PLK1	P53350	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P53355:13-275|KLIFS:140:positions1-85	DAPK1	P53355	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P53667:339-604|KLIFS:490:positions1-85	LIMK1	P53667	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P53671:331-608|KLIFS:491:positions1-85	LIMK2	P53671	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P53778:27-311|KLIFS:252:positions1-85	MAPK12	P53778	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P53779:64-359|KLIFS:247:positions1-85	MAPK10	P53779	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P54646:16-268|KLIFS:118:positions1-85	PRKAA2	P54646	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P54753:633-896|KLIFS:419:positions1-85	EPHB3	P54753	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P54756:675-936|KLIFS:414:positions1-85	EPHA5	P54756	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P54760:615-899|KLIFS:420:positions1-85	EPHB4	P54760	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P54762:619-882|KLIFS:417:positions1-85	EPHB1	P54762	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P54764:621-882|KLIFS:413:positions1-85	EPHA4	P54764	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P57058:62-320|KLIFS:122:positions1-85	HUNK	P57058	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P57059:27-278|KLIFS:135:positions1-85	SIK1	P57059	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P57078:22-286|KLIFS:514:positions1-85	RIPK4	P57078	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P68400:39-324|KLIFS:221:positions1-85	CSNK2A1	P68400	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P78362:81-684|KLIFS:257:positions1-85	SRPK2	P78362	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P78368:46-316|KLIFS:188:positions1-85	CSNK1G2	P78368	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:P80192:144-412|KLIFS:500:positions1-85	MAP3K9	P80192	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q00526:4-286|KLIFS:199:positions1-85	CDK3	Q00526	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q00532:4-287|KLIFS:217:positions1-85	CDKL1	Q00532	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q00535:4-286|KLIFS:203:positions1-85	CDK5	Q00535	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q02156:408-668|KLIFS:38:positions1-85	PRKCE	Q02156	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q02750:68-361|KLIFS:383:positions1-85	MAP2K1	Q02750	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q02763:824-1096|KLIFS:477:positions1-85	TEK	Q02763	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q02779:98-360|KLIFS:501:positions1-85	MAP3K10	Q02779	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q04759:380-634|KLIFS:37:positions1-85	PRKCQ	Q04759	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q04771:208-502|KLIFS:516:positions1-85	ACVR1	Q04771	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q04912:1082-1345|KLIFS:447:positions1-85	MST1R	Q04912	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q05397:422-680|KLIFS:425:positions1-85	PTK2	Q05397	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q05655:349-603|KLIFS:36:positions1-85	PRKCD	Q05655	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q06187:402-655|KLIFS:473:positions1-85	BTK	Q06187	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q06418:518-790|KLIFS:399:positions1-85	TYRO3	Q06418	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q07912:126-385|KLIFS:394:positions1-85	TNK2	Q07912	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q08345:610-905|KLIFS:404:positions1-85	DDR1	Q08345	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q08881:363-615|KLIFS:474:positions1-85	ITK	Q08881	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q09013:71-339|KLIFS:5:positions1-85	DMPK	Q09013	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q12851:16-273|KLIFS:1105:positions1-85	MAP4K2	Q12851	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q12852:125-366|KLIFS:498:positions1-85	MAP3K12	Q12852	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q12866:587-858|KLIFS:400:positions1-85	MERTK	Q12866	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q13043:30-281|KLIFS:364:positions1-85	STK4	Q13043	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q13131:27-279|KLIFS:117:positions1-85	PRKAA1	Q13131	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q13153:270-521|KLIFS:367:positions1-85	PAK1	Q13153	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q13163:166-409|KLIFS:388:positions1-85	MAP2K5	Q13163	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q13164:55-347|KLIFS:243:positions1-85	MAPK7	Q13164	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q13177:249-499|KLIFS:368:positions1-85	PAK2	Q13177	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q13188:27-278|KLIFS:363:positions1-85	STK3	Q13188	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q13233:1243-1508|KLIFS:348:positions1-85	MAP3K1	Q13233	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q13237:453-711|KLIFS:43:positions1-85	PRKG2	Q13237	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q13464:76-338|KLIFS:9:positions1-85	ROCK1	Q13464	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q13470:116-377|KLIFS:395:positions1-85	TNK1	Q13470	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q13523:687-1006|KLIFS:236:positions1-85	PRPF4B	Q13523	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q13546:17-289|KLIFS:511:positions1-85	RIPK1	Q13546	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q13554:14-272|KLIFS:114:positions1-85	CAMK2B	Q13554	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q13555:14-272|KLIFS:116:positions1-85	CAMK2G	Q13555	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q13557:14-272|KLIFS:115:positions1-85	CAMK2D	Q13557	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q13627:159-479|KLIFS:227:positions1-85	DYRK1A	Q13627	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q13705:190-480|KLIFS:524:positions1-85	ACVR2B	Q13705	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q13873:203-504|KLIFS:526:positions1-85	BMPR2	Q13873	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q13882:191-445|KLIFS:468:positions1-85	PTK6	Q13882	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q13976:360-619|KLIFS:42:positions1-85	PRKG1	Q13976	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q14012:20-276|KLIFS:109:positions1-85	CAMK1	Q14012	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q14164:9-315|KLIFS:271:positions1-85	IKBKE	Q14164	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q14289:425-683|KLIFS:424:positions1-85	PTK2B	Q14289	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q14680:11-263|KLIFS:128:positions1-85	MELK	Q14680	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q15139:583-839|KLIFS:163:positions1-85	PRKD1	Q15139	PTC003	3	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q15208:89-382|KLIFS:24:positions1-85	STK38	Q15208	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q15303:718-985|KLIFS:409:positions1-85	ERBB4	Q15303	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q15349:59-318|KLIFS:53:positions1-85	RPS6KA2	Q15349	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q15375:633-894|KLIFS:415:positions1-85	EPHA7	Q15375	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q15418:62-321|KLIFS:54:positions1-85	RPS6KA1	Q15418	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q15569:57-314|KLIFS:492:positions1-85	TESK1	Q15569	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q15746:1464-1719|KLIFS:153:positions1-85	MYLK	Q15746	PTC005	4	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q15759:24-308|KLIFS:250:positions1-85	MAPK11	Q15759	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q15831:49-309|KLIFS:123:positions1-85	STK11	Q15831	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q15835:190-455|KLIFS:16:positions1-85	GRK1	Q15835	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q16288:538-839|KLIFS:482:positions1-85	NTRK3	Q16288	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q16512:615-874|KLIFS:44:positions1-85	PKN1	Q16512	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q16513:657-916|KLIFS:45:positions1-85	PKN2	Q16513	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q16539:24-308|KLIFS:249:positions1-85	MAPK14	Q16539	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q16566:46-300|KLIFS:108:positions1-85	CAMK4	Q16566	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q16584:117-379|KLIFS:502:positions1-85	MAP3K11	Q16584	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q16620:538-807|KLIFS:481:positions1-85	NTRK2	Q16620	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q16659:20-316|KLIFS:242:positions1-85	MAPK6	Q16659	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q16816:20-288|KLIFS:158:positions1-85	PHKG1	Q16816	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q16832:563-849|KLIFS:405:positions1-85	DDR2	Q16832	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q2M2I8:46-315|KLIFS:277:positions1-85	AAK1	Q2M2I8	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q32MK0:515-770|KLIFS:156:positions1-85	MYLK3	Q32MK0	PTC005	4	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q52WX2:53-318|KLIFS:292:positions1-85	SBK1	Q52WX2	PTC006	1	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q59H18:463-723|KLIFS:496:positions1-85	TNNI3K	Q59H18	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q5S007:1879-2138|KLIFS:495:positions1-85	LRRK2	Q5S007	PTC007	1	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q5VT25:77-343|KLIFS:6:positions1-85	CDC42BPA	Q5VT25	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q6DT37:71-337|KLIFS:8:positions1-85	CDC42BPG	Q6DT37	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q6P3R8:4-259|KLIFS:283:positions1-85	NEK5	Q6P3R8	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q6PHR2:14-270|KLIFS:330:positions1-85	ULK3	Q6PHR2	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q6ZN16:652-908|KLIFS:347:positions1-85	MAP3K15	Q6ZN16	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q7KZI7:53-304|KLIFS:124:positions1-85	MARK2	Q7KZI7	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q7L7X3:28-281|KLIFS:379:positions1-85	TAOK1	Q7L7X3	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q86UE8:462-741|KLIFS:324:positions1-85	TLK2	Q86UE8	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q86UX6:93-353|KLIFS:69:positions1-85	STK32C	Q86UX6	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q86V86:40-293|KLIFS:162:positions1-85	PIM3	Q86V86	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q86Y07:29-319|KLIFS:194:positions1-85	VRK2	Q86Y07	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q86YV6:106-361|KLIFS:157:positions1-85	MYLK4	Q86YV6	PTC005	4	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q86Z02:190-518|KLIFS:235:positions1-85	HIPK1	Q86Z02	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q8IU85:23-279|KLIFS:110:positions1-85	CAMK1D	Q8IU85	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q8IVH8:16-273|KLIFS:356:positions1-85	MAP4K3	Q8IVH8	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q8IVW4:4-286|KLIFS:219:positions1-85	CDKL3	Q8IVW4	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q8IW41:22-304|KLIFS:149:positions1-85	MAPKAPK5	Q8IW41	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q8IWQ3:19-270|KLIFS:119:positions1-85	BRSK2	Q8IWQ3	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q8IYT8:9-271|KLIFS:329:positions1-85	ULK2	Q8IYT8	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q8N4C8:25-289|KLIFS:362:positions1-85	MINK1	Q8N4C8	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q8N568:394-651|KLIFS:147:positions1-85	DCLK2	Q8N568	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
