entity_type	entity_id	display_name	component_id	component_size	family_or_scaffold	edge_policy
receptor	UniProt:P41240:195-449|KLIFS:402:positions1-85	CSK	PTC053	2	Csk	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P48729:17-285|KLIFS:184:positions1-85	CSNK1A1	PTC057	7	CK1	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q8N752:17-285|KLIFS:185:positions1-85	CSNK1A1L	PTC057	7	CK1	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P48730:9-277|KLIFS:186:positions1-85	CSNK1D	PTC057	7	CK1	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P49674:9-277|KLIFS:187:positions1-85	CSNK1E	PTC057	7	CK1	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9HCP0:44-315|KLIFS:190:positions1-85	CSNK1G1	PTC057	7	CK1	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P78368:46-316|KLIFS:188:positions1-85	CSNK1G2	PTC057	7	CK1	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9Y6M4:43-313|KLIFS:189:positions1-85	CSNK1G3	PTC057	7	CK1	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P68400:39-324|KLIFS:221:positions1-85	CSNK2A1	PTC044	2	CK2	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P19784:40-325|KLIFS:222:positions1-85	CSNK2A2	PTC044	2	CK2	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P42679:235-482|KLIFS:403:positions1-85	CTK	PTC053	2	Csk	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P53355:13-275|KLIFS:140:positions1-85	DAPK1	PTC017	5	DAPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9UIK4:23-285|KLIFS:142:positions1-85	DAPK2	PTC017	5	DAPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O43293:13-275|KLIFS:141:positions1-85	DAPK3	PTC017	5	DAPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O15075:390-647|KLIFS:145:positions1-85	DCAMKL1	PTC011	3	DCAMKL	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q8N568:394-651|KLIFS:147:positions1-85	DCAMKL2	PTC011	3	DCAMKL	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9C098:356-613|KLIFS:146:positions1-85	DCAMKL3	PTC011	3	DCAMKL	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q08345:610-905|KLIFS:404:positions1-85	DDR1	PTC067	2	DDR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q16832:563-849|KLIFS:405:positions1-85	DDR2	PTC067	2	DDR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q12852:125-366|KLIFS:498:positions1-85	DLK	PTC016	7	MLK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q09013:71-339|KLIFS:5:positions1-85	DMPK	PTC004	7	DMPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q6DT37:71-337|KLIFS:8:positions1-85	DMPK2	PTC004	7	DMPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9UEE5:61-321|KLIFS:144:positions1-85	DRAK1	PTC017	5	DAPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O94768:33-293|KLIFS:143:positions1-85	DRAK2	PTC017	5	DAPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q13627:159-479|KLIFS:227:positions1-85	DYRK1A	PTC069	8	DYRK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9Y463:111-431|KLIFS:228:positions1-85	DYRK1B	PTC069	8	DYRK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q92630:222-535|KLIFS:230:positions1-85	DYRK2	PTC069	8	DYRK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P00533:712-979|KLIFS:406:positions1-85	EGFR	PTC028	4	EGFR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9BQI3:167-583|KLIFS:308:positions1-85	EIF2AK1	PTC043	2	PEK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P21709:624-884|KLIFS:411:positions1-85	EPHA1	PTC013	13	Eph	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P29317:613-875|KLIFS:410:positions1-85	EPHA2	PTC013	13	Eph	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P29320:621-882|KLIFS:412:positions1-85	EPHA3	PTC013	13	Eph	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P54764:621-882|KLIFS:413:positions1-85	EPHA4	PTC013	13	Eph	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P54756:675-936|KLIFS:414:positions1-85	EPHA5	PTC013	13	Eph	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9UF33:631-944|KLIFS:423:positions1-85	EPHA6	PTC013	13	Eph	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q15375:633-894|KLIFS:415:positions1-85	EPHA7	PTC013	13	Eph	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P29322:635-896|KLIFS:416:positions1-85	EPHA8	PTC013	13	Eph	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P54762:619-882|KLIFS:417:positions1-85	EPHB1	PTC013	13	Eph	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P29323:621-884|KLIFS:418:positions1-85	EPHB2	PTC013	13	Eph	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P54753:633-896|KLIFS:419:positions1-85	EPHB3	PTC013	13	Eph	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P54760:615-899|KLIFS:420:positions1-85	EPHB4	PTC013	13	Eph	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O15197:670-919|KLIFS:421:positions1-85	EPHB6	PTC013	13	Eph	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P04626:720-987|KLIFS:407:positions1-85	ERBB2	PTC028	4	EGFR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P21860:709-966|KLIFS:408:positions1-85	ERBB3	PTC028	4	EGFR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q15303:718-985|KLIFS:409:positions1-85	ERBB4	PTC028	4	EGFR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P27361:42-330|KLIFS:240:positions1-85	ERK1	PTC014	14	MAPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P28482:25-313|KLIFS:239:positions1-85	ERK2	PTC014	14	MAPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q16659:20-316|KLIFS:242:positions1-85	ERK3	PTC014	14	MAPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P31152:20-312|KLIFS:241:positions1-85	ERK4	PTC014	14	MAPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q13164:55-347|KLIFS:243:positions1-85	ERK5	PTC014	14	MAPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q8TD08:13-304|KLIFS:244:positions1-85	ERK8	PTC014	14	MAPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O75460:571-832|KLIFS:273:positions1-85	ERN1	PTC021	1	IRE	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q05397:422-680|KLIFS:425:positions1-85	FAK	PTC065	2	FAK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P16591:563-816|KLIFS:426:positions1-85	FER	PTC033	2	Fer	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P07332:561-822|KLIFS:427:positions1-85	FES	PTC033	2	Fer	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P11362:478-767|KLIFS:428:positions1-85	FGFR1	PTC040	4	FGFR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P21802:481-770|KLIFS:430:positions1-85	FGFR2	PTC040	4	FGFR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P22607:472-761|KLIFS:429:positions1-85	FGFR3	PTC040	4	FGFR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P22455:467-755|KLIFS:431:positions1-85	FGFR4	PTC040	4	FGFR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P09769:263-516|KLIFS:460:positions1-85	FGR	PTC032	11	Src	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P17948:827-1158|KLIFS:483:positions1-85	FLT1	PTC034	8	VEGFR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P36888:610-943|KLIFS:450:positions1-85	FLT3	PTC034	8	PDGFR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P35916:845-1173|KLIFS:484:positions1-85	FLT4	PTC034	8	VEGFR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P42685:234-491|KLIFS:459:positions1-85	FRK	PTC032	11	Src	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P06241:271-524|KLIFS:461:positions1-85	FYN	PTC032	11	Src	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O14976:40-314|KLIFS:279:positions1-85	GAK	PTC010	4	NAK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q15835:190-455|KLIFS:16:positions1-85	GRK1	PTC050	3	GRK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P32298:187-449|KLIFS:13:positions1-85	GRK4	PTC050	3	GRK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q8WTQ7:191-454|KLIFS:17:positions1-85	GRK7	PTC050	3	GRK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P49840:119-403|KLIFS:237:positions1-85	GSK3A	PTC060	2	GSK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P49841:56-340|KLIFS:238:positions1-85	GSK3B	PTC060	2	GSK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P08631:262-515|KLIFS:465:positions1-85	HCK	PTC032	11	Src	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q86Z02:190-518|KLIFS:235:positions1-85	HIPK1	PTC069	8	DYRK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9H2X6:199-527|KLIFS:233:positions1-85	HIPK2	PTC069	8	DYRK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9H422:197-525|KLIFS:232:positions1-85	HIPK3	PTC069	8	DYRK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q8NE63:11-347|KLIFS:234:positions1-85	HIPK4	PTC069	8	DYRK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q92918:17-274|KLIFS:358:positions1-85	HPK1	PTC003	25	STE20	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P57058:62-320|KLIFS:122:positions1-85	HUNK	PTC006	17	CAMKL	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9UPZ9:4-284|KLIFS:255:positions1-85	ICK	PTC045	2	RCK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P08069:999-1274|KLIFS:432:positions1-85	IGF1R	PTC031	3	InsR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O15111:15-302|KLIFS:269:positions1-85	IKK-alpha	PTC007	4	IKK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O14920:15-300|KLIFS:270:positions1-85	IKK-beta	PTC007	4	IKK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q14164:9-315|KLIFS:271:positions1-85	IKK-epsilon	PTC007	4	IKK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P06213:1023-1298|KLIFS:433:positions1-85	INSR	PTC031	3	InsR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P14616:979-1254|KLIFS:434:positions1-85	INSRR	PTC031	3	InsR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P51617:212-521|KLIFS:486:positions1-85	IRAK1	PTC061	3	IRAK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9Y616:165-452|KLIFS:488:positions1-85	IRAK3	PTC061	3	IRAK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9NWZ3:186-454|KLIFS:489:positions1-85	IRAK4	PTC061	3	IRAK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q08881:363-615|KLIFS:474:positions1-85	ITK	PTC054	5	Tec	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P23458:875-1153|KLIFS:435:positions1-85	JAK1(JH1domain-catalytic)	PTC019	4	JakA	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O60674:849-1124|KLIFS:436:positions1-85	JAK2(JH1domain-catalytic)	PTC019	4	JakA	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P52333:822-1111|KLIFS:437:positions1-85	JAK3(JH1domain-catalytic)	PTC019	4	JakA	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P45983:26-321|KLIFS:245:positions1-85	JNK1	PTC014	14	MAPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P45984:26-321|KLIFS:246:positions1-85	JNK2	PTC014	14	MAPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P53779:64-359|KLIFS:247:positions1-85	JNK3	PTC014	14	MAPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P10721:589-937|KLIFS:451:positions1-85	KIT	PTC034	8	PDGFR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O95835:705-1010|KLIFS:23:positions1-85	LATS1	PTC026	4	NDR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9NRM7:668-973|KLIFS:26:positions1-85	LATS2	PTC026	4	NDR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P06239:245-498|KLIFS:466:positions1-85	LCK	PTC032	11	Src	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P53667:339-604|KLIFS:490:positions1-85	LIMK1	PTC063	3	LISK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P53671:331-608|KLIFS:491:positions1-85	LIMK2	PTC063	3	LISK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q15831:49-309|KLIFS:123:positions1-85	LKB1	PTC006	17	CAMKL	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O94804:36-294|KLIFS:373:positions1-85	LOK	PTC003	25	STE20	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q5S007:1879-2138|KLIFS:495:positions1-85	LRRK2	PTC075	1	LRRK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P29376:510-786|KLIFS:397:positions1-85	LTK	PTC037	3	ALK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P07948:247-501|KLIFS:467:positions1-85	LYN	PTC032	11	Src	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O43283:168-409|KLIFS:499:positions1-85	LZK	PTC016	7	MLK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P20794:4-284|KLIFS:253:positions1-85	MAK	PTC045	2	RCK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q13233:1243-1508|KLIFS:348:positions1-85	MAP3K1	PTC025	7	STE11	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q6ZN16:652-908|KLIFS:347:positions1-85	MAP3K15	PTC025	7	STE11	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9Y2U5:357-617|KLIFS:351:positions1-85	MAP3K2	PTC025	7	STE11	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q99759:362-622|KLIFS:350:positions1-85	MAP3K3	PTC025	7	STE11	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9Y6R4:1343-1601|KLIFS:352:positions1-85	MAP3K4	PTC025	7	STE11	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q12851:16-273|KLIFS:1105:positions1-85	MAP4K2	PTC003	25	STE20	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q8IVH8:16-273|KLIFS:356:positions1-85	MAP4K3	PTC003	25	STE20	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O95819:25-289|KLIFS:359:positions1-85	MAP4K4	PTC003	25	STE20	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9Y4K4:20-277|KLIFS:357:positions1-85	MAP4K5	PTC003	25	STE20	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P49137:64-325|KLIFS:150:positions1-85	MAPKAPK2	PTC058	4	MAPKAPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q8IW41:22-304|KLIFS:149:positions1-85	MAPKAPK5	PTC058	4	MAPKAPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9P0L2:60-311|KLIFS:125:positions1-85	MARK1	PTC006	17	CAMKL	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q7KZI7:53-304|KLIFS:124:positions1-85	MARK2	PTC006	17	CAMKL	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P27448:56-307|KLIFS:126:positions1-85	MARK3	PTC006	17	CAMKL	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q96L34:59-310|KLIFS:127:positions1-85	MARK4	PTC006	17	CAMKL	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9Y2H9:374-647|KLIFS:18:positions1-85	MAST1	PTC084	1	MAST	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q02750:68-361|KLIFS:383:positions1-85	MEK1	PTC005	7	STE7	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P36507:72-369|KLIFS:384:positions1-85	MEK2	PTC005	7	STE7	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P46734:64-325|KLIFS:385:positions1-85	MEK3	PTC005	7	STE7	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P45985:102-367|KLIFS:387:positions1-85	MEK4	PTC005	7	STE7	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q13163:166-409|KLIFS:388:positions1-85	MEK5	PTC005	7	STE7	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P52564:53-314|KLIFS:386:positions1-85	MEK6	PTC005	7	STE7	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q14680:11-263|KLIFS:128:positions1-85	MELK	PTC006	17	CAMKL	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q12866:587-858|KLIFS:400:positions1-85	MERTK	PTC048	3	Axl	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P08581:1078-1345|KLIFS:446:positions1-85	MET	PTC036	2	Met	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q8N4C8:25-289|KLIFS:362:positions1-85	MINK	PTC003	25	STE20	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O14733:120-380|KLIFS:389:positions1-85	MKK7	PTC005	7	STE7	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9BUB5:49-374|KLIFS:152:positions1-85	MKNK1	PTC058	4	MAPKAPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9HBH9:84-388|KLIFS:151:positions1-85	MKNK2	PTC058	4	MAPKAPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q32MK0:515-770|KLIFS:156:positions1-85	MLCK	PTC072	4	MLCK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P80192:144-412|KLIFS:500:positions1-85	MLK1	PTC016	7	MLK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q02779:98-360|KLIFS:501:positions1-85	MLK2	PTC016	7	MLK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q16584:117-379|KLIFS:502:positions1-85	MLK3	PTC016	7	MLK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q5VT25:77-343|KLIFS:6:positions1-85	MRCKA	PTC004	7	DMPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9Y5S2:76-342|KLIFS:7:positions1-85	MRCKB	PTC004	7	DMPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q13043:30-281|KLIFS:364:positions1-85	MST1	PTC003	25	STE20	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q04912:1082-1345|KLIFS:447:positions1-85	MST1R	PTC036	2	Met	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q13188:27-278|KLIFS:363:positions1-85	MST2	PTC003	25	STE20	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9Y6E0:36-286|KLIFS:380:positions1-85	MST3	PTC003	25	STE20	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O15146:575-856|KLIFS:448:positions1-85	MUSK	PTC012	1	Musk	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q15746:1464-1719|KLIFS:153:positions1-85	MYLK	PTC072	4	MLCK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9H1R3:285-540|KLIFS:155:positions1-85	MYLK2	PTC072	4	MLCK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q86YV6:106-361|KLIFS:157:positions1-85	MYLK4	PTC072	4	MLCK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q8NEV4:21-287|KLIFS:365:positions1-85	MYO3A	PTC003	25	STE20	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q8WXR4:27-293|KLIFS:366:positions1-85	MYO3B	PTC003	25	STE20	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
