context	observation_id	construct_group_id	union_component_id	primary_fold	random_pair_fold
full	RCSB-1LI3-3CH-KD	construct-088-4200e5f1c56e	union-9ad224f6353e	union-9ad224f6353e	random-05
full	RCSB-4WUQ-3UG-KD	construct-089-457c7d99d0a8	union-9ad224f6353e	union-9ad224f6353e	random-01
full	RCSB-2IKJ-393-KD	construct-091-4834dba4d3ca	union-fef9c81eedf1	union-fef9c81eedf1	random-02
full	RCSB-4CX4-HW9-KD	construct-092-49214f6eb0db	union-9ad224f6353e	union-9ad224f6353e	random-03
full	RCSB-5EQE-5R8-KD	construct-093-4c5251a29733	union-9ad224f6353e	union-9ad224f6353e	random-04
full	RCSB-6CQ1-F8J-KD	construct-094-4d70d9d3dad0	union-9ad224f6353e	union-9ad224f6353e	random-05
full	RCSB-4EY7-E20-KD	construct-095-5413b51ed388	union-9ad224f6353e	union-9ad224f6353e	random-01
full	RCSB-5TBP-7A4-KD	construct-096-584f2cad7947	union-9ad224f6353e	union-9ad224f6353e	random-02
full	RCSB-5JAL-6HO-KD	construct-097-59c0fef6e781	union-9ad224f6353e	union-9ad224f6353e	random-03
full	RCSB-8HHP-NZA-KD	construct-099-64e2bd6b555d	union-9ad224f6353e	union-9ad224f6353e	random-04
full	RCSB-5U8F-82G-KD	construct-100-68fa759a793c	union-9ad224f6353e	union-9ad224f6353e	random-05
full	RCSB-8R42-XUC-KD	construct-101-6d45410f8f76	union-fef9c81eedf1	union-fef9c81eedf1	random-01
full	RCSB-5Y0X-8JR-KD	construct-102-6eebf5264d70	union-9ad224f6353e	union-9ad224f6353e	random-02
full	RCSB-7OAK-V6B-KD	construct-103-710261cb700a	union-9ad224f6353e	union-9ad224f6353e	random-03
full	RCSB-4NO7-2N8-KD	construct-104-71fe53434608	union-c1097b98823c	union-c1097b98823c	random-04
full	RCSB-1ONZ-968-KD	construct-105-752a2a811a16	union-66844df2a5f7	union-66844df2a5f7	random-05
full	RCSB-4F1Q-0RZ-KD	construct-108-8182bbcbf8a0	union-9ad224f6353e	union-9ad224f6353e	random-01
full	RCSB-3WB5-0B4-KD	construct-111-8af9958b120b	union-9ad224f6353e	union-9ad224f6353e	random-02
full	RCSB-6Y81-OG5-KD	construct-112-9480d3c9488d	union-9ad224f6353e	union-9ad224f6353e	random-03
full	RCSB-4WR8-3TX-KD	construct-113-94bddcf5ae1b	union-9ad224f6353e	union-9ad224f6353e	random-04
full	RCSB-6U8B-Q1M-KD	construct-114-95cbcb4a8b50	union-9ad224f6353e	union-9ad224f6353e	random-05
full	RCSB-4BTM-F8E-KD	construct-115-9a950e182ddc	union-9ad224f6353e	union-9ad224f6353e	random-01
full	RCSB-4M5L-YH4-KD	construct-116-9ae95a04d65c	union-9ad224f6353e	union-9ad224f6353e	random-02
full	RCSB-5WBO-A1Y-KD	construct-118-9f8b6e165062	union-9ad224f6353e	union-9ad224f6353e	random-03
full	RCSB-6JOF-BWR-KD	construct-120-a64f362737a1	union-fc2c7e989c11	union-fc2c7e989c11	random-04
full	RCSB-4OG3-2S6-KD	construct-121-a692a9cca88a	union-a7b49450b924	union-a7b49450b924	random-05
full	RCSB-4X5Z-3XY-KD	construct-122-a7a7325a75fe	union-a7b49450b924	union-a7b49450b924	random-01
full	RCSB-7B3T-SVK-KD	construct-123-b8ea4f953170	union-9ad224f6353e	union-9ad224f6353e	random-02
full	RCSB-5ETO-5RY-KD	construct-124-bf2caeb019c6	union-9ad224f6353e	union-9ad224f6353e	random-03
full	RCSB-5OVI-AXH-KD	construct-125-c460e3bd19de	union-13362b01fedf	union-13362b01fedf	random-04
full	RCSB-5FDZ-5X0-KD	construct-126-cecc6141575d	union-9ad224f6353e	union-9ad224f6353e	random-05
full	RCSB-5TA2-78X-KD	construct-127-cf37c77dcb23	union-7f9569df7dfc	union-7f9569df7dfc	random-01
full	RCSB-2AMA-DHT-KD	construct-129-da127f2629ee	union-9ad224f6353e	union-9ad224f6353e	random-02
full	RCSB-5WYX-CU8-KD	construct-131-e03e7d49727d	union-2411bb5b8e03	union-2411bb5b8e03	random-03
full	RCSB-7MRG-ZMM-KD	construct-133-eab72abc872f	union-9ad224f6353e	union-9ad224f6353e	random-04
full	RCSB-3RTM-RTM-KD	construct-135-eb81b9f95fe1	union-9ad224f6353e	union-9ad224f6353e	random-05
full	RCSB-5D1J-56H-KD	construct-138-fe22d91e18cd	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-4UGY-EXI-KD	construct-001-c5158f5b655d	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-4UGR-6E5-KD	construct-001-c5158f5b655d	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-4UGA-Q05-KD	construct-001-c5158f5b655d	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-4UG5-XFK-KD	construct-001-c5158f5b655d	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-4UG6-XFJ-KD	construct-001-c5158f5b655d	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-4UG8-HW1-KD	construct-001-c5158f5b655d	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-4UGS-H36-KD	construct-001-c5158f5b655d	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-4UGM-1QE-KD	construct-001-c5158f5b655d	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-4UGI-SKO-KD	construct-001-c5158f5b655d	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-4UG7-1EV-KD	construct-001-c5158f5b655d	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-4UGH-4V4-KD	construct-001-c5158f5b655d	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-4UGL-S90-KD	construct-001-c5158f5b655d	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-4UGD-Q14-KD	construct-001-c5158f5b655d	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-4UGG-S5D-KD	construct-001-c5158f5b655d	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-4UG9-1EW-KD	construct-001-c5158f5b655d	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-4UGC-1Q6-KD	construct-001-c5158f5b655d	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-4UGO-1QF-KD	construct-001-c5158f5b655d	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-4UGB-QJ7-KD	construct-001-c5158f5b655d	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-4UGN-H49-KD	construct-001-c5158f5b655d	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-5MYG-LS8-KD	construct-002-cb5cf2af5e4a	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-5EWH-5SG-KD	construct-002-cb5cf2af5e4a	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-5C85-4YO-KD	construct-002-cb5cf2af5e4a	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-5O4S-9KW-KD	construct-002-cb5cf2af5e4a	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-5EPR-5QY-KD	construct-002-cb5cf2af5e4a	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-5OV8-AXN-KD	construct-002-cb5cf2af5e4a	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-5O55-9L5-KD	construct-002-cb5cf2af5e4a	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-5D7X-XZ8-KD	construct-002-cb5cf2af5e4a	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-5O5A-9LN-KD	construct-002-cb5cf2af5e4a	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-5EPS-5QX-KD	construct-002-cb5cf2af5e4a	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-4O76-1M3-KD	construct-003-fbf3f5c695a3	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-7MRA-ZMJ-KD	construct-003-fbf3f5c695a3	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-5D26-L28-KD	construct-003-fbf3f5c695a3	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-5EGU-5NQ-KD	construct-003-fbf3f5c695a3	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-6TPZ-NV2-KD	construct-003-fbf3f5c695a3	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-6FO5-DZH-KD	construct-003-fbf3f5c695a3	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-7AXR-S7T-KD	construct-003-fbf3f5c695a3	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-6FSY-E5Q-KD	construct-003-fbf3f5c695a3	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-4PS5-2TA-KD	construct-003-fbf3f5c695a3	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-7MR9-ZMM-KD	construct-003-fbf3f5c695a3	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-5D3L-57F-KD	construct-003-fbf3f5c695a3	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-6Q3Z-HG8-KD	construct-003-fbf3f5c695a3	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-5EIS-5OU-KD	construct-003-fbf3f5c695a3	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-5D3T-56Y-KD	construct-003-fbf3f5c695a3	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-6Q3Y-HG5-KD	construct-003-fbf3f5c695a3	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-5O1E-9GT-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	union-ab22dcc808e7	random-02
S2	RCSB-5O1G-9GK-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	union-ab22dcc808e7	random-01
S2	RCSB-4AGQ-P96-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	union-ab22dcc808e7	random-05
S2	RCSB-5AOJ-Y0V-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	union-ab22dcc808e7	random-05
S2	RCSB-5O1D-9GW-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	union-ab22dcc808e7	random-04
S2	RCSB-5O1C-9GZ-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	union-ab22dcc808e7	random-02
S2	RCSB-5O1I-9GH-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	union-ab22dcc808e7	random-03
S2	RCSB-5O1H-9GN-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	union-ab22dcc808e7	random-01
S2	RCSB-5O1B-9H2-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	union-ab22dcc808e7	random-03
S2	RCSB-6RQB-Q47-KD	construct-005-6f4aa0a92e90	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-6RQ6-R2H-KD	construct-005-6f4aa0a92e90	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-6RQ0-KE2-KD	construct-005-6f4aa0a92e90	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-6RQ9-KEQ-KD	construct-005-6f4aa0a92e90	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-6RQD-KEW-KD	construct-005-6f4aa0a92e90	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-6RQ1-KE5-KD	construct-005-6f4aa0a92e90	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-6RQ8-KEH-KD	construct-005-6f4aa0a92e90	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-6RQ5-KEB-KD	construct-005-6f4aa0a92e90	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-6UIK-Q8M-KD	construct-006-4c5802bc11cc	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-6U8O-Q1G-KD	construct-006-4c5802bc11cc	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-6UIF-Q8P-KD	construct-006-4c5802bc11cc	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-6UJ4-Q8S-KD	construct-006-4c5802bc11cc	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-6UOZ-QF1-KD	construct-006-4c5802bc11cc	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-6U5M-Q0S-KD	construct-006-4c5802bc11cc	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-6U8L-Q1P-KD	construct-006-4c5802bc11cc	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-5U4D-XLO-KD	construct-007-c863deb44383	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-5U4F-IWW-KD	construct-007-c863deb44383	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-5U49-S2L-KD	construct-007-c863deb44383	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-5U4E-XLB-KD	construct-007-c863deb44383	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-5U48-S4B-KD	construct-007-c863deb44383	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-5U4A-7VG-KD	construct-007-c863deb44383	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-5U4C-XBS-KD	construct-007-c863deb44383	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-3SHY-5FO-KD	construct-008-60863bf56b3f	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-4OEX-5EO-KD	construct-008-60863bf56b3f	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-4G2W-NI0-KD	construct-008-60863bf56b3f	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-4OEW-5IO-KD	construct-008-60863bf56b3f	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-6IWI-B0C-KD	construct-008-60863bf56b3f	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-3SHZ-5CO-KD	construct-008-60863bf56b3f	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-6I0Z-GZQ-KD	construct-009-2b786a6db716	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-6I13-H0Q-KD	construct-009-2b786a6db716	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-6I11-H0H-KD	construct-009-2b786a6db716	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-6I14-GZN-KD	construct-009-2b786a6db716	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-6QLO-J5E-KD	construct-011-4f6fb808c4a8	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-6QLT-J5W-KD	construct-011-4f6fb808c4a8	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-6QLQ-J4E-KD	construct-011-4f6fb808c4a8	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-6QLN-J5Q-KD	construct-011-4f6fb808c4a8	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-6QLU-J62-KD	construct-011-4f6fb808c4a8	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-4TZ8-39U-KD	construct-012-90b947063061	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-6HIE-G7Q-KD	construct-012-90b947063061	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-5A5Q-6XC-KD	construct-012-90b947063061	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-6S57-KVT-KD	construct-012-90b947063061	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-8WGS-WGH-KD	construct-013-989a0da4f5c7	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-8II2-R75-KD	construct-013-989a0da4f5c7	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-8II3-PKK-KD	construct-013-989a0da4f5c7	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-8WGT-WGJ-KD	construct-013-989a0da4f5c7	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-8II4-PKQ-KD	construct-013-989a0da4f5c7	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-6FTZ-E7E-KD	construct-014-d42e073edd05	union-863b44428cc1	union-863b44428cc1	random-01
S2	RCSB-6FUH-E88-KD	construct-014-d42e073edd05	union-863b44428cc1	union-863b44428cc1	random-02
S2	RCSB-6FUG-E85-KD	construct-014-d42e073edd05	union-863b44428cc1	union-863b44428cc1	random-04
S2	RCSB-5MT4-M7O-KD	construct-014-d42e073edd05	union-863b44428cc1	union-863b44428cc1	random-05
S2	RCSB-6FUI-E7W-KD	construct-014-d42e073edd05	union-863b44428cc1	union-863b44428cc1	random-03
S2	RCSB-5LLE-V51-KD	construct-015-e6a24c903c1e	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-6GOT-F6W-KD	construct-015-e6a24c903c1e	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-5LLG-VD9-KD	construct-015-e6a24c903c1e	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-4QSB-EWY-KD	construct-015-e6a24c903c1e	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-5NLK-92E-KD	construct-016-fad0d613c720	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-5MPZ-4I8-KD	construct-016-fad0d613c720	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-5H85-5XS-KD	construct-016-fad0d613c720	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-5MQE-PKU-KD	construct-016-fad0d613c720	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-5MME-8Q6-KD	construct-016-fad0d613c720	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-7AVT-S3T-KD	construct-017-11db684aee95	union-13362b01fedf	union-13362b01fedf	random-04
S2	RCSB-7AVS-S3Q-KD	construct-017-11db684aee95	union-13362b01fedf	union-13362b01fedf	random-01
S2	RCSB-7AVU-S3Z-KD	construct-017-11db684aee95	union-13362b01fedf	union-13362b01fedf	random-05
S2	RCSB-7AVV-S2W-KD	construct-017-11db684aee95	union-13362b01fedf	union-13362b01fedf	random-02
S2	RCSB-6PDH-OAV-KD	construct-018-17684ef8ed95	union-02cdef6a2cc8	union-02cdef6a2cc8	random-01
S2	RCSB-6WHD-KFS-KD	construct-018-17684ef8ed95	union-02cdef6a2cc8	union-02cdef6a2cc8	random-04
S2	RCSB-6PG1-O7P-KD	construct-018-17684ef8ed95	union-02cdef6a2cc8	union-02cdef6a2cc8	random-03
S2	RCSB-6PLI-ONY-KD	construct-018-17684ef8ed95	union-02cdef6a2cc8	union-02cdef6a2cc8	random-05
S2	RCSB-5BOJ-4TX-KD	construct-019-1be38543a2db	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-4WO0-AGI-KD	construct-019-1be38543a2db	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-4QXV-LU2-KD	construct-019-1be38543a2db	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-3RJW-CIQ-KD	construct-020-2acb35da5928	union-42c7c765b1fb	union-42c7c765b1fb	random-02
S2	RCSB-5TTF-7KZ-KD	construct-020-2acb35da5928	union-42c7c765b1fb	union-42c7c765b1fb	random-05
S2	RCSB-7T7L-G4R-KD	construct-020-2acb35da5928	union-42c7c765b1fb	union-42c7c765b1fb	random-01
S2	RCSB-7X73-J26-KD	construct-020-2acb35da5928	union-42c7c765b1fb	union-42c7c765b1fb	random-03
S2	RCSB-4K9X-8AW-KD	construct-022-46b8fca0fc9d	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-4K9V-6AW-KD	construct-022-46b8fca0fc9d	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-4D7D-PKT-KD	construct-022-46b8fca0fc9d	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-4D78-J9K-KD	construct-022-46b8fca0fc9d	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-5J1R-6FG-KD	construct-025-8861b7ad0d67	union-6f910a6bd525	union-6f910a6bd525	random-03
S2	RCSB-4MP7-PFT-KD	construct-026-997c3e281e6e	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-4MPE-PV8-KD	construct-026-997c3e281e6e	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-4MP2-PV1-KD	construct-026-997c3e281e6e	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-5J71-P35-KD	construct-026-997c3e281e6e	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-5E73-UO1-KD	construct-027-baf0440a45db	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-5MGE-7MX-KD	construct-027-baf0440a45db	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-5MGF-7MW-KD	construct-027-baf0440a45db	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-5X4O-YAM-KD	construct-028-c2d68d73bda9	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-5X9O-80R-KD	construct-028-c2d68d73bda9	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-5X4P-7ZO-KD	construct-028-c2d68d73bda9	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-5X4N-7ZL-KD	construct-028-c2d68d73bda9	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-5MGK-7MW-KD	construct-029-13705e998f4e	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-4AJK-88S-KD	construct-030-2c56ee04d79a	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-4AL4-W7E-KD	construct-030-2c56ee04d79a	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-4AJN-88V-KD	construct-030-2c56ee04d79a	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-3B25-B2K-KD	construct-031-37b3e0822467	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-3B27-B2T-KD	construct-031-37b3e0822467	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-3B24-B2J-KD	construct-031-37b3e0822467	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-6T0M-GOZ-KD	construct-033-4212e6c5e472	union-863b44428cc1	union-863b44428cc1	random-03
S2	RCSB-6T0P-M6Q-KD	construct-033-4212e6c5e472	union-863b44428cc1	union-863b44428cc1	random-04
S2	RCSB-6T5W-J5K-KD	construct-033-4212e6c5e472	union-863b44428cc1	union-863b44428cc1	random-02
S2	RCSB-3UNZ-0BZ-KD	construct-034-4b9e20d92aa0	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-3UOD-0C3-KD	construct-034-4b9e20d92aa0	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-3UO5-0BX-KD	construct-034-4b9e20d92aa0	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-7CAJ-FNC-KD	construct-035-4f0c729feeb4	union-af34b2069870	union-af34b2069870	random-05
S2	RCSB-7C9N-FN9-KD	construct-035-4f0c729feeb4	union-af34b2069870	union-af34b2069870	random-03
S2	RCSB-7CJT-G09-KD	construct-035-4f0c729feeb4	union-af34b2069870	union-af34b2069870	random-04
S2	RCSB-6BGV-DQG-KD	construct-037-682d0d6b3d7a	union-60607bf31a0c	union-60607bf31a0c	random-02
S2	RCSB-6BH2-90V-KD	construct-037-682d0d6b3d7a	union-60607bf31a0c	union-60607bf31a0c	random-03
S2	RCSB-6BH0-DO1-KD	construct-037-682d0d6b3d7a	union-60607bf31a0c	union-60607bf31a0c	random-01
S2	RCSB-5F2P-5TY-KD	construct-039-90fec4b83698	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-5F25-5TU-KD	construct-039-90fec4b83698	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-4Z6I-4L3-KD	construct-039-90fec4b83698	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-7Z62-IEC-KD	construct-040-ac2363267f3b	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-4LK7-GAL-KD	construct-040-ac2363267f3b	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-7Z63-IE3-KD	construct-040-ac2363267f3b	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-3C49-KU8-KD	construct-041-af8addec2ede	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-3CE0-P34-KD	construct-041-af8addec2ede	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-8G44-ZU9-KD	construct-042-b818769d59cf	union-4c805334d5db	union-4c805334d5db	random-04
S2	RCSB-8G43-ZU6-KD	construct-042-b818769d59cf	union-4c805334d5db	union-4c805334d5db	random-02
S2	RCSB-6CED-EYA-KD	construct-042-b818769d59cf	union-4c805334d5db	union-4c805334d5db	random-03
S2	RCSB-7MS5-ZOG-KD	construct-043-bfab01cca0a7	union-4c805334d5db	union-4c805334d5db	random-02
S2	RCSB-7MS6-ZPV-KD	construct-043-bfab01cca0a7	union-4c805334d5db	union-4c805334d5db	random-05
S2	RCSB-6NFT-KKG-KD	construct-043-bfab01cca0a7	union-4c805334d5db	union-4c805334d5db	random-01
S2	RCSB-8AE7-LVU-KD	construct-046-e314686107a8	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-5CSP-54G-KD	construct-046-e314686107a8	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-8AEC-LW3-KD	construct-046-e314686107a8	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-5CU2-54G-KD	construct-047-02852c250924	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-7A6W-R3E-KD	construct-049-226bc9b1a66a	union-0d3067ade0f6	union-0d3067ade0f6	random-03
S2	RCSB-7A6X-R3B-KD	construct-049-226bc9b1a66a	union-0d3067ade0f6	union-0d3067ade0f6	random-02
S2	RCSB-5VD0-8X7-KD	construct-050-27409f179f54	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-5VD3-H8H-KD	construct-050-27409f179f54	union-9ad224f6353e	union-9ad224f6353e	random-05
S2	RCSB-6T1J-M7T-KD	construct-051-31c871f0f628	union-9ad224f6353e	union-9ad224f6353e	random-01
S2	RCSB-6T1L-M7N-KD	construct-051-31c871f0f628	union-9ad224f6353e	union-9ad224f6353e	random-02
S2	RCSB-4F7V-J1D-KD	construct-053-41d32cbef056	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-6HQY-GKW-KD	construct-054-50c213a0f7bf	union-4c805334d5db	union-4c805334d5db	random-04
S2	RCSB-6HRQ-GM5-KD	construct-054-50c213a0f7bf	union-4c805334d5db	union-4c805334d5db	random-05
S2	RCSB-4LVB-20N-KD	construct-055-55e07f4ed0ce	union-ac38a95655be	union-ac38a95655be	random-01
S2	RCSB-4LV9-20J-KD	construct-055-55e07f4ed0ce	union-ac38a95655be	union-ac38a95655be	random-02
S2	RCSB-5IA5-GV0-KD	construct-056-5e2cf644e754	union-9ad224f6353e	union-9ad224f6353e	random-04
S2	RCSB-5IA4-88Z-KD	construct-056-5e2cf644e754	union-9ad224f6353e	union-9ad224f6353e	random-03
S2	RCSB-5LVN-ADN-KD	construct-057-64fd661d958f	union-9ad224f6353e	union-9ad224f6353e	random-05
