qa_id	source_row	source_name	affinity_matrix_name	publication_doi	publication_structure_pdf_page	candidate_parent_smiles	candidate_parent_inchikey	pubchem_cid	chembl_ids	prior_stereochemistry_disposition	prior_salt_disposition	prior_protomer_policy	evidence_urls	automated_roundtrip_status	secondary_connectivity_decision	secondary_stereochemistry_decision	secondary_salt_parent_decision	secondary_protomer_decision	secondary_reviewer_name	secondary_review_date	secondary_notes
DQA-6C43E190D056	52	PD-173955	PD-173955	10.1038/nbt.1990	17	CSc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1	VAARYSWULJUGST-UHFFFAOYSA-N	447077		no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	https://pubchem.ncbi.nlm.nih.gov/compound/447077	PASS	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	
DQA-D9CC9B4304FB	53	PHA-665752	PHA-665752	10.1038/nbt.1990	17	Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1	OYONTEXKYJZFHA-SSHUPFPWSA-N	10461815		publication_drawn_matches_registry	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	https://pubchem.ncbi.nlm.nih.gov/compound/10461815	PASS	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	
DQA-40A7AE0F36B6	54	PI-103	PI-103	10.1038/nbt.1990	17	Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1	TUVCWJQQGGETHL-UHFFFAOYSA-N	9884685		no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	https://pubchem.ncbi.nlm.nih.gov/compound/9884685	PASS	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	
DQA-B0B8706EC22A	55	PKC-412	PKC-412	10.1038/nbt.1990	17	CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4	BMGQWWVMWDBQGC-IIFHNQTCSA-N	9829523	CHEMBL608533	publication_drawn_matches_registry	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	https://pubchem.ncbi.nlm.nih.gov/compound/9829523;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL608533	PASS	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	
DQA-DBC5E6B370AD	56	PLX-4720	PLX-4720	10.1038/nbt.1990	17	CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F	YZDJQTHVDDOVHR-UHFFFAOYSA-N	24180719		no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	https://pubchem.ncbi.nlm.nih.gov/compound/24180719	PASS	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	
DQA-C849AC49B66A	57	PP-242	PP-242	10.1038/nbt.1990	17	CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21	MFAQYJIYDMLAIM-UHFFFAOYSA-N	135565635		no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	https://pubchem.ncbi.nlm.nih.gov/compound/135565635	PASS	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	
DQA-4919EA920327	58	PTK-787	PTK-787	10.1038/nbt.1990	18	Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1	YCOYDOIWSSHVCK-UHFFFAOYSA-N	151194	CHEMBL101253	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	https://pubchem.ncbi.nlm.nih.gov/compound/151194;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL101253	PASS	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	
DQA-58CA38D251CC	59	R406	R406	10.1038/nbt.1990	18	COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC	NHHQJBCNYHBUSI-UHFFFAOYSA-N	11213558	CHEMBL475251	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	https://pubchem.ncbi.nlm.nih.gov/compound/11213558;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL475251	PASS	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	
DQA-D507F5FA74CD	60	R547	R547	10.1038/nbt.1990	18	COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N	JRNJNYBQQYBCLE-UHFFFAOYSA-N	6918852		no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	https://pubchem.ncbi.nlm.nih.gov/compound/6918852	PASS	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	
DQA-E3575C55694D	62	SGX-523	SGX-523	10.1038/nbt.1990	18	Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1	BCZUAADEACICHN-UHFFFAOYSA-N	24779724	CHEMBL1236107	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	https://pubchem.ncbi.nlm.nih.gov/compound/24779724;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL1236107	PASS	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	
DQA-564C54020603	63	SKI-606	SKI-606	10.1038/nbt.1990	18	COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl	UBPYILGKFZZVDX-UHFFFAOYSA-N	5328940	CHEMBL288441	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	https://pubchem.ncbi.nlm.nih.gov/compound/5328940;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL288441	PASS	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	
DQA-849D2D854DBD	64	Sorafenib	Sorafenib	10.1038/nbt.1990	18	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1	MLDQJTXFUGDVEO-UHFFFAOYSA-N	216239	CHEMBL1336	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	https://pubchem.ncbi.nlm.nih.gov/compound/216239;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL1336	PASS	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	
DQA-AFAD69253050	65	Staurosporine	Staurosporine	10.1038/nbt.1990	19	CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4	HKSZLNNOFSGOKW-FYTWVXJKSA-N	44259		publication_drawn_matches_registry	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	https://pubchem.ncbi.nlm.nih.gov/compound/44259	PASS	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	
DQA-B343F252C9C8	66	SU-14813	SU-14813	10.1038/nbt.1990	19	Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1	CTNPALGJUAXMMC-PMFHANACSA-N	10138259	CHEMBL1721885	publication_drawn_matches_registry	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	https://pubchem.ncbi.nlm.nih.gov/compound/10138259;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL1721885	PASS	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	
DQA-3160F7AF31D2	67	Sunitinib	Sunitinib	10.1038/nbt.1990	19	CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C	WINHZLLDWRZWRT-ATVHPVEESA-N	5329102	CHEMBL535	publication_drawn_matches_registry	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	https://pubchem.ncbi.nlm.nih.gov/compound/5329102;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL535	PASS	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	
DQA-A632ED3E9008	68	TAE-684	TAE-684	10.1038/nbt.1990	19	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	QQWUGDVOUVUTOY-UHFFFAOYSA-N	16038120		no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	https://pubchem.ncbi.nlm.nih.gov/compound/16038120	PASS	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	
DQA-A87E62AF7EA9	69	TG-100-115	TG-100-115	10.1038/nbt.1990	19	Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1	UJIAQDJKSXQLIT-UHFFFAOYSA-N	10427712		no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	https://pubchem.ncbi.nlm.nih.gov/compound/10427712	PASS	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	
DQA-F431F8C2C925	70	TG-101348	TG-101348	10.1038/nbt.1990	19	Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1	JOOXLOJCABQBSG-UHFFFAOYSA-N	16722836	CHEMBL1287853	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	https://pubchem.ncbi.nlm.nih.gov/compound/16722836;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL1287853	PASS	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	
DQA-673B85F47023	71	Vandetanib	Vandetanib	10.1038/nbt.1990	19	COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1	UHTHHESEBZOYNR-UHFFFAOYSA-N	3081361	CHEMBL24828	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	https://pubchem.ncbi.nlm.nih.gov/compound/3081361;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL24828	PASS	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	
DQA-D296B760A20C	72	VX-680/MK-0457	VX-680/MK-0457	10.1038/nbt.1990	20	Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1	GCIKSSRWRFVXBI-UHFFFAOYSA-N	5494449	CHEMBL572878	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	https://pubchem.ncbi.nlm.nih.gov/compound/5494449;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL572878	PASS	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	
DQA-09E2EC5E7520	73	VX-745	VX-745	10.1038/nbt.1990	20	O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl	VEPKQEUBKLEPRA-UHFFFAOYSA-N	3038525	CHEMBL119385	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	https://pubchem.ncbi.nlm.nih.gov/compound/3038525;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL119385	PASS	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	
