source_row	source_name	affinity_matrix_name	publication_doi	publication_structure_pdf_page	pubchem_cid	pubchem_inchikey	reviewer	review_method	decision	decision_reason	publication_connectivity_status	stereochemistry_status	salt_status	protomer_policy	model_parent_smiles	model_parent_inchikey	chembl_agreement	chembl_ids	independent_identity_evidence	qa_closure_status	qa_closure_basis	additional_external_manual_signoff_required	historical_secondary_qa_packet_disposition
34	GSK-1838705A	GSK-1838705A	10.1038/nbt.1990	14	25113169	DESOLSKAHZZIGK-UHFFFAOYSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3c(ccn3C(=O)CN(C)C)cc2OC)nc2[nH]ccc12	DESOLSKAHZZIGK-UHFFFAOYSA-N	no_exact_synonym_record		https://pubchem.ncbi.nlm.nih.gov/compound/25113169	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
35	GSK-461364A	GSK-461364A	10.1038/nbt.1990	14	15983966	ZHJGWYRLJUCMRT-QGZVFWFLSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	publication_drawn_matches_registry	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	C[C@@H](Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F	ZHJGWYRLJUCMRT-QGZVFWFLSA-N	exact_stereo_parent	CHEMBL1908394	https://pubchem.ncbi.nlm.nih.gov/compound/15983966;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL1908394	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
36	GSK-690693	GSK-690693	10.1038/nbt.1990	14	16725726	KGPGFQWBCSZGEL-ZDUSSCGKSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	publication_drawn_matches_registry	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21	KGPGFQWBCSZGEL-ZDUSSCGKSA-N	exact_stereo_parent	CHEMBL494089	https://pubchem.ncbi.nlm.nih.gov/compound/16725726;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL494089	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
37	GW-2580	GW-2580	10.1038/nbt.1990	15	11617559	MYQAUKPBNJWPIE-UHFFFAOYSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1	MYQAUKPBNJWPIE-UHFFFAOYSA-N	no_exact_synonym_record		https://pubchem.ncbi.nlm.nih.gov/compound/11617559	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
38	HKI-272	HKI-272	10.1038/nbt.1990	15	9915743	JWNPDZNEKVCWMY-VQHVLOKHSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	publication_drawn_matches_registry	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C	JWNPDZNEKVCWMY-VQHVLOKHSA-N	exact_stereo_parent	CHEMBL180022	https://pubchem.ncbi.nlm.nih.gov/compound/9915743;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL180022	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
39	Imatinib	Imatinib	10.1038/nbt.1990	15	5291	KTUFNOKKBVMGRW-UHFFFAOYSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1	KTUFNOKKBVMGRW-UHFFFAOYSA-N	exact_stereo_parent	CHEMBL941	https://pubchem.ncbi.nlm.nih.gov/compound/5291;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL941	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
40	INCB018424	INCB18424	10.1038/nbt.1990	15	25126798	HFNKQEVNSGCOJV-OAHLLOKOSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved; INCB018424/INCB18424 typo resolved by row position and ruxolitinib identity	consistent	publication_drawn_matches_registry	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1	HFNKQEVNSGCOJV-OAHLLOKOSA-N	exact_stereo_parent	CHEMBL1789941	https://pubchem.ncbi.nlm.nih.gov/compound/25126798;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL1789941	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
41	JNJ-28312141	JNJ-28312141	10.1038/nbt.1990	15	44551653	MVPKLZHNOLVZAU-UHFFFAOYSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent_parent_counterion_not_drawn	no_unresolved_stereogenic_element	hydrochloride_counterion_removed_to_publication_parent	registry_parent_as_drawn; no pH/protomer enumeration in primary	CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3ncc(C#N)[nH]3)c(C3=CCCCC3)c2)CC1	GUBJNPWVIUFSTR-UHFFFAOYSA-N	no_exact_synonym_record		https://pubchem.ncbi.nlm.nih.gov/compound/44551653	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
43	KW-2449	KW-2449	10.1038/nbt.1990	15	11427553	YYLKKYCXAOBSRM-JXMROGBWSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	publication_drawn_matches_registry	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1	YYLKKYCXAOBSRM-JXMROGBWSA-N	exact_stereo_parent	CHEMBL1908397	https://pubchem.ncbi.nlm.nih.gov/compound/11427553;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL1908397	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
44	Lapatinib	Lapatinib	10.1038/nbt.1990	16	208908	BCFGMOOMADDAQU-UHFFFAOYSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1	BCFGMOOMADDAQU-UHFFFAOYSA-N	exact_stereo_parent	CHEMBL554	https://pubchem.ncbi.nlm.nih.gov/compound/208908;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL554	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
45	LY-317615	LY-317615	10.1038/nbt.1990	16	176167	AXRCEOKUDYDWLF-UHFFFAOYSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21	AXRCEOKUDYDWLF-UHFFFAOYSA-N	exact_stereo_parent	CHEMBL300138	https://pubchem.ncbi.nlm.nih.gov/compound/176167;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL300138	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
46	LY-333531	LY-333531	10.1038/nbt.1990	16	153999	ZCBUQCWBWNUWSU-SFHVURJKSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	publication_drawn_matches_registry	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1	ZCBUQCWBWNUWSU-SFHVURJKSA-N	exact_stereo_parent	CHEMBL91829	https://pubchem.ncbi.nlm.nih.gov/compound/153999;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL91829	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
47	MLN-120B	MLN-120B	10.1038/nbt.1990	16	9929127	ZNOLRTPMNMPLHY-UHFFFAOYSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	COc1c(Cl)cc2c([nH]c3cnccc32)c1NC(=O)c1cccnc1C	ZNOLRTPMNMPLHY-UHFFFAOYSA-N	no_exact_synonym_record		https://pubchem.ncbi.nlm.nih.gov/compound/9929127	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
48	MLN-518	MLN-518	10.1038/nbt.1990	16	3038522	UXXQOJXBIDBUAC-UHFFFAOYSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1	UXXQOJXBIDBUAC-UHFFFAOYSA-N	exact_stereo_parent	CHEMBL124660	https://pubchem.ncbi.nlm.nih.gov/compound/3038522;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL124660	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
49	MLN-8054	MLN-8054	10.1038/nbt.1990	16	11712649	HHFBDROWDBDFBR-UHFFFAOYSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1	HHFBDROWDBDFBR-UHFFFAOYSA-N	exact_stereo_parent	CHEMBL259084	https://pubchem.ncbi.nlm.nih.gov/compound/11712649;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL259084	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
50	Nilotinib	Nilotinib	10.1038/nbt.1990	16	644241	HHZIURLSWUIHRB-UHFFFAOYSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1	HHZIURLSWUIHRB-UHFFFAOYSA-N	exact_stereo_parent	CHEMBL255863	https://pubchem.ncbi.nlm.nih.gov/compound/644241;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL255863	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
51	Pazopanib	Pazopanib	10.1038/nbt.1990	17	10113978	CUIHSIWYWATEQL-UHFFFAOYSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O	CUIHSIWYWATEQL-UHFFFAOYSA-N	exact_stereo_parent	CHEMBL477772	https://pubchem.ncbi.nlm.nih.gov/compound/10113978;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL477772	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
52	PD-173955	PD-173955	10.1038/nbt.1990	17	447077	VAARYSWULJUGST-UHFFFAOYSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	CSc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1	VAARYSWULJUGST-UHFFFAOYSA-N	no_exact_synonym_record		https://pubchem.ncbi.nlm.nih.gov/compound/447077	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
53	PHA-665752	PHA-665752	10.1038/nbt.1990	17	10461815	OYONTEXKYJZFHA-SSHUPFPWSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	publication_drawn_matches_registry	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1	OYONTEXKYJZFHA-SSHUPFPWSA-N	no_exact_synonym_record		https://pubchem.ncbi.nlm.nih.gov/compound/10461815	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
54	PI-103	PI-103	10.1038/nbt.1990	17	9884685	TUVCWJQQGGETHL-UHFFFAOYSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1	TUVCWJQQGGETHL-UHFFFAOYSA-N	no_exact_synonym_record		https://pubchem.ncbi.nlm.nih.gov/compound/9884685	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
55	PKC-412	PKC-412	10.1038/nbt.1990	17	9829523	BMGQWWVMWDBQGC-IIFHNQTCSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	publication_drawn_matches_registry	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4	BMGQWWVMWDBQGC-IIFHNQTCSA-N	exact_stereo_parent	CHEMBL608533	https://pubchem.ncbi.nlm.nih.gov/compound/9829523;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL608533	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
56	PLX-4720	PLX-4720	10.1038/nbt.1990	17	24180719	YZDJQTHVDDOVHR-UHFFFAOYSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F	YZDJQTHVDDOVHR-UHFFFAOYSA-N	no_exact_synonym_record		https://pubchem.ncbi.nlm.nih.gov/compound/24180719	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
57	PP-242	PP-242	10.1038/nbt.1990	17	135565635	MFAQYJIYDMLAIM-UHFFFAOYSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21	MFAQYJIYDMLAIM-UHFFFAOYSA-N	no_exact_synonym_record		https://pubchem.ncbi.nlm.nih.gov/compound/135565635	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
58	PTK-787	PTK-787	10.1038/nbt.1990	18	151194	YCOYDOIWSSHVCK-UHFFFAOYSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1	YCOYDOIWSSHVCK-UHFFFAOYSA-N	exact_stereo_parent	CHEMBL101253	https://pubchem.ncbi.nlm.nih.gov/compound/151194;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL101253	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
59	R406	R406	10.1038/nbt.1990	18	11213558	NHHQJBCNYHBUSI-UHFFFAOYSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC	NHHQJBCNYHBUSI-UHFFFAOYSA-N	exact_stereo_parent	CHEMBL475251	https://pubchem.ncbi.nlm.nih.gov/compound/11213558;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL475251	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
60	R547	R547	10.1038/nbt.1990	18	6918852	JRNJNYBQQYBCLE-UHFFFAOYSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N	JRNJNYBQQYBCLE-UHFFFAOYSA-N	no_exact_synonym_record		https://pubchem.ncbi.nlm.nih.gov/compound/6918852	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
62	SGX-523	SGX-523	10.1038/nbt.1990	18	24779724	BCZUAADEACICHN-UHFFFAOYSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1	BCZUAADEACICHN-UHFFFAOYSA-N	exact_stereo_parent	CHEMBL1236107	https://pubchem.ncbi.nlm.nih.gov/compound/24779724;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL1236107	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
63	SKI-606	SKI-606	10.1038/nbt.1990	18	5328940	UBPYILGKFZZVDX-UHFFFAOYSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl	UBPYILGKFZZVDX-UHFFFAOYSA-N	exact_stereo_parent	CHEMBL288441	https://pubchem.ncbi.nlm.nih.gov/compound/5328940;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL288441	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
64	Sorafenib	Sorafenib	10.1038/nbt.1990	18	216239	MLDQJTXFUGDVEO-UHFFFAOYSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	no_unresolved_stereogenic_element	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1	MLDQJTXFUGDVEO-UHFFFAOYSA-N	exact_stereo_parent	CHEMBL1336	https://pubchem.ncbi.nlm.nih.gov/compound/216239;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL1336	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
65	Staurosporine	Staurosporine	10.1038/nbt.1990	19	44259	HKSZLNNOFSGOKW-FYTWVXJKSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	publication_drawn_matches_registry	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4	HKSZLNNOFSGOKW-FYTWVXJKSA-N	no_exact_synonym_record		https://pubchem.ncbi.nlm.nih.gov/compound/44259	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
66	SU-14813	SU-14813	10.1038/nbt.1990	19	10138259	CTNPALGJUAXMMC-PMFHANACSA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	publication_drawn_matches_registry	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1	CTNPALGJUAXMMC-PMFHANACSA-N	exact_stereo_parent	CHEMBL1721885	https://pubchem.ncbi.nlm.nih.gov/compound/10138259;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL1721885	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
67	Sunitinib	Sunitinib	10.1038/nbt.1990	19	5329102	WINHZLLDWRZWRT-ATVHPVEESA-N	OpenAI Codex (committee verification required before label release)	manual side-by-side 2D connectivity/stereo review plus registry keys	ACCEPTED_PARENT	publication connectivity matches PubChem parent; stereochemistry disposition resolved	consistent	publication_drawn_matches_registry	single_covalent_component	registry_parent_as_drawn; no pH/protomer enumeration in primary	CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C	WINHZLLDWRZWRT-ATVHPVEESA-N	exact_stereo_parent	CHEMBL535	https://pubchem.ncbi.nlm.nih.gov/compound/5329102;https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL535	FINAL_OWNER_AUTHORIZED	explicit_project_owner_instruction_2026-08-21	NO	SUPERSEDED_RETAINED_FOR_PROVENANCE
